Identifiant article;Code-barres article;Code article;Libellé;Famille;Fournisseur principal;Collection;Prix de revient HT article;Prix Détail (TTC);Prix unique;Catégorie;Grille masque des dimensions;Grille dimension 1;Code tarif;
91390                            X;;91390;JAULME;SAC A MAIN;SHADO;25E;34;110;-;PFL;0GZ;;;
91391                            X;;91391;JAGUE;SAC A MAIN;SHADO;25E;37;110;-;PFL;0GZ;;;
91392                            X;;91392;JURE;SAC A MAIN;SHADO;25E;36;110;-;PFL;0GZ;;;
91400                            X;;91400;JEOFFREY;SAC A MAIN;SHADO;25E;37;120;-;PFL;0GZ;;;
91401                            X;;91401;JORAGE;SAC A MAIN;SHADO;25E;34;110;-;PFL;0GZ;;;
91403                            X;;91403;JOULY;BIJOUX;MC ACCESSOIRES;25E;5;30;-;PFL;0GZ;;;
91404                            X;;91404;JAINO;BIJOUX;MC ACCESSOIRES;25E;6;40;-;PFL;0GZ;;;
91405                            X;;91405;JAKI;BIJOUX;MC ACCESSOIRES;25E;7;70;-;PFL;0GZ;;;
91406                            X;;91406;JALNA;BIJOUX;MC ACCESSOIRES;25E;7;40;-;PFL;0GZ;;;
91407                            X;;91407;JANKA;BIJOUX;MC ACCESSOIRES;25E;8;50;-;PFL;0GZ;;;
91408                            X;;91408;JANVY;BIJOUX;MC ACCESSOIRES;25E;9;70;-;PFL;0GZ;;;
91409                            X;;91409;JARON;BIJOUX;MC ACCESSOIRES;25E;6;20;-;PFL;0GZ;;;
91410                            X;;91410;JAZON;BIJOUX;MC ACCESSOIRES;25E;7;30;-;PFL;0GZ;;;
91411                            X;;91411;JEMINA;BIJOUX;MC ACCESSOIRES;25E;8;40;-;PFL;0GZ;;;
91412                            X;;91412;JENI;BIJOUX;MC ACCESSOIRES;25E;9;50;-;PFL;0GZ;;;
91413                            X;;91413;JERIEL;BIJOUX;MC ACCESSOIRES;25E;5;20;-;PFL;0GZ;;;
91414                            X;;91414;JAZY;BIJOUX;MC ACCESSOIRES;25E;7;40;-;PFL;0GZ;;;
91500                            X;;91500;LAVRAUT;SAC A MAIN;SHADO;25H;42;130;-;PFL;0H4;;;
91501                            X;;91501;LAVERINE;SAC A MAIN;SHADO;25H;37;120;-;PFL;0H4;;;
91502                            X;;91502;LAYETA;SAC A MAIN;SHADO;25H;35;120;-;PFL;0H4;;;
91503                            X;;91503;LAZARINE;SAC A MAIN;SHADO;25H;41;120;-;PFL;0H4;;;
91504                            X;;91504;LOUWEN;SAC A MAIN;SHADO;25H;28;110;-;PFL;0H4;;;
91505                            X;;91505;LIF;SAC A MAIN;SHADO;25H;42;130;-;PFL;0H4;;;
91506                            X;;91506;LURAIS;SAC A MAIN;SHADO;25H;46;130;-;PFL;0H4;;;
91507                            X;;91507;LISOIRE;SAC A MAIN;SHADO;25H;35;120;-;PFL;0H4;;;
91508                            X;;91508;LOUNA;CHAUSSURES;STE MOHSEN PLUS;25H;51;150;-;PFL;0H3;;;
91509                            X;;91509;LORENZ;CHAUSSURES;JOELLE;25H;35;130;-;PFL;0H3;;;
91510                            X;;91510;LEONCE;CHAUSSURES;JOELLE;25H;36;120;-;PFL;0H3;;;
91511                            X;;91511;LIVIA;BIJOUX;MC ACCESSOIRES;25H;7;30;-;PFL;0H4;;;
91512                            X;;91512;LELIA;SAC A MAIN;SHADO;25H;44;130;-;PFL;0H4;;;
91513                            X;;91513;LIDOIR;BIJOUX;MC ACCESSOIRES;25H;10;50;-;PFL;0H4;;;
91514                            X;;91514;LEZINE;BIJOUX;MC ACCESSOIRES;25H;12;70;-;PFL;0H4;;;
91515                            X;;91515;LAMY;BIJOUX;MC ACCESSOIRES;25H;9;40;-;PFL;0H4;;;
91516                            X;;91516;LETIZIA;BIJOUX;MC ACCESSOIRES;25H;11;50;-;PFL;0H4;;;
91517                            X;;91517;LIVIE;BIJOUX;MC ACCESSOIRES;25H;12;70;-;PFL;0H4;;;
91518                            X;;91518;LONGIN;BIJOUX;MC ACCESSOIRES;25H;13;80;-;PFL;0H4;;;
91519                            X;;91519;LODIE;BIJOUX;MC ACCESSOIRES;25H;5;20;-;PFL;0H4;;;
91520                            X;;91520;LAFOYE;BIJOUX;MC ACCESSOIRES;25H;10;40;-;PFL;0H4;;;
91521                            X;;91521;LAFON;BIJOUX;MC ACCESSOIRES;25H;13;50;-;PFL;0H4;;;
91522                            X;;91522;LAZARO;BIJOUX;MC ACCESSOIRES;25H;10;40;-;PFL;0H4;;;
91523                            X;;91523;LAURIA;BIJOUX;MC ACCESSOIRES;25H;11;50;-;PFL;0H4;;;
91524                            X;;91524;LENIE;BIJOUX;MC ACCESSOIRES;25H;12;50;-;PFL;0H4;;;
91525                            X;;91525;LEVY;BIJOUX;MC ACCESSOIRES;25H;9;40;-;PFL;0H4;;;
91526                            X;;91526;LEOPOL;CHAUSSURES;JOELLE;25H;61;180;-;PFL;0H3;;;
91527                            X;;91527;LASKALO;CHAUSSURES;JOELLE;25H;55;160;-;PFL;0H3;;;
91528                            X;;91528;LIROY;CHAUSSURES;JOELLE;25H;35;120;-;PFL;0H3;;;
91529                            X;;91529;LISSANDE;CHAUSSURES;JOELLE;25H;35;120;-;PFL;0H3;;;
91530                            X;;91530;LUCILLA;SAC A MAIN;STE MARVOLLOS CHICO;25H;53;140;-;PFL;0H4;;;
91531                            X;;91531;LIDIA;SAC A MAIN;STE MARVOLLOS CHICO;25H;45;140;-;PFL;0H4;;;
91532                            X;;91532;LORINZA;SAC A MAIN;STE MARVOLLOS CHICO;25H;45;150;-;PFL;0H4;;;
91533                            X;;91533;LOVELY;SAC A MAIN;STE MARVOLLOS CHICO;25H;56;150;-;PFL;0H4;;;
91540                            X;;91540;MARCEL;CHAUSSURES;JOELLE;26E;38;110;-;PFL;0H7;;;
91541                            X;;91541;MARVIN;CHAUSSURES;JOELLE;26E;40;120;-;PFL;0H7;;;
91542                            X;;91542;MILANIE;CHAUSSURES;JOELLE;26E;41;130;-;PFL;0H7;;;
91543                            X;;91543;MIRELLA;CHAUSSURES;JOELLE;26E;41;130;-;PFL;0H7;;;
91545                            X;;91545;MELI;CEINTURE;MARC TCHOU;26E;21;80;-;PFL;0H9;;;
91546                            X;;91546;MILVA;CEINTURE;MARC TCHOU;26E;21;70;-;PFL;0H9;;;
